clean_image,distorted_image,method,psnr
4595768,4595766,ref,46.069294
4595780,4595777,new,43.321156
4595780,4595778,ref,33.77581
4595792,4595789,new,37.059837
4595792,4595790,ref,42.096653
4595840,4595837,new,36.223053
4595840,4595838,ref,41.998554
4595948,4595945,new,44.42167
4595948,4595946,ref,30.220392
4596024,4596021,new,32.277607
4596024,4596022,ref,35.839535
4596092,4596089,new,36.79728
4596092,4596090,ref,26.767166
4596108,4596105,new,33.99599
4596108,4596106,ref,27.954803
4596120,4596117,new,35.368866
4596120,4596118,ref,39.893345
4596136,4596133,new,36.82693
4596136,4596134,ref,31.29493
4596180,4596177,new,40.185925
4596180,4596178,ref,31.981918
4596188,4596185,new,35.779728
4596188,4596186,ref,40.455536
4596436,4596433,new,35.139545
4596436,4596434,ref,43.73748
4596452,4596449,new,49.005928
4596452,4596450,ref,35.605915
4596460,4596457,new,39.816372
4596460,4596458,ref,37.794556
4596520,4596517,new,39.5923
4596520,4596518,ref,29.054543
4596524,4596521,new,35.39674
4596524,4596522,ref,41.244385
4596544,4596541,new,35.518967
4596544,4596542,ref,42.59804
4596600,4596597,new,41.62773
4596600,4596598,ref,33.13771
4596616,4596613,new,29.80444
4596616,4596614,ref,39.191338
4596692,4596689,new,34.389587
4596692,4596690,ref,36.397728
4596708,4596705,new,36.641953
4596708,4596706,ref,41.74508
4596768,4596765,new,36.409153
4596768,4596766,ref,42.95665
4596772,4596769,new,35.729263
4596772,4596770,ref,29.254725
4596890,4596887,new,26.159584
4596890,4596888,ref,36.184967
4596894,4596891,new,23.897581
4596894,4596892,ref,39.61771
4596902,4596899,new,29.473251
4596902,4596900,ref,47.293987
4596910,4596907,new,26.92874
4596910,4596908,ref,35.85108
4596918,4596915,new,25.1675
4596918,4596916,ref,28.509558
4596922,4596919,new,25.494167
4596922,4596920,ref,30.050777
4596926,4596923,new,25.844576
4596926,4596924,ref,33.312317
4596930,4596927,new,27.351524
4596930,4596928,ref,34.736786
4596938,4596935,new,27.755575
4596938,4596936,ref,32.825073
4596950,4596947,new,31.62878
4596950,4596948,ref,39.059826
4596986,4596983,new,41.77178
4596986,4596984,ref,28.91563
4597018,4597015,new,32.486214
4597018,4597016,ref,36.363625
4597022,4597019,new,27.98063
4597022,4597020,ref,32.816013
4597034,4597031,new,31.477652
4597034,4597032,ref,42.515812
4597046,4597043,new,30.095379
4597046,4597044,ref,44.995647
4597054,4597051,new,29.10742
4597054,4597052,ref,30.609808
4597098,4597095,new,31.765926
4597098,4597096,ref,38.204163
4597114,4597111,new,33.603615
4597114,4597112,ref,40.058838
4597130,4597127,new,30.976133
4597130,4597128,ref,42.662292
4597142,4597139,new,42.530743
4597142,4597140,ref,31.062061
4597174,4597171,new,34.133636
4597174,4597172,ref,45.431786
4597178,4597175,new,33.52922
4597178,4597176,ref,38.079357
4597194,4597191,new,31.776552
4597194,4597192,ref,38.53284
4597250,4597247,new,31.451916
4597250,4597248,ref,35.087875
4597266,4597263,new,37.100754
4597266,4597264,ref,30.564697
4597278,4597275,new,33.642452
4597278,4597276,ref,38.83236
4597282,4597279,new,33.83476
4597282,4597280,ref,29.79742
4597310,4597307,new,34.32206
4597310,4597308,ref,37.181145
4597330,4597327,new,42.59804
4597330,4597328,ref,33.285194
4597338,4597335,new,33.300163
4597338,4597336,ref,27.090172
4597354,4597351,new,32.17217
4597354,4597352,ref,35.590763
4597390,4597387,new,44.70987
4597390,4597388,ref,30.633827
4597410,4597407,new,33.467937
4597410,4597408,ref,30.459616
4597414,4597411,new,35.624165
4597414,4597412,ref,40.796158
4597426,4597423,new,30.336884
4597426,4597424,ref,33.130497
4597438,4597435,new,31.528475
4597438,4597436,ref,36.4796
4597458,4597455,new,32.50391
4597458,4597456,ref,43.721714
4597478,4597475,new,31.875021
4597478,4597476,ref,38.8048
4597486,4597483,new,38.531254
4597486,4597484,ref,31.080153
4597502,4597499,new,37.35894
4597502,4597500,ref,30.85912
4597530,4597527,new,32.822727
4597530,4597528,ref,42.4527
4597558,4597555,new,43.43504
4597558,4597556,ref,30.22543
4597570,4597567,new,45.544033
4597570,4597568,ref,30.792812
4597634,4597631,new,44.16445
4597634,4597632,ref,32.245377
4597666,4597663,new,35.292328
4597666,4597664,ref,37.581482
4597690,4597687,new,32.986103
4597690,4597688,ref,30.859322
4597706,4597703,new,44.231762
4597706,4597704,ref,36.07515
4597710,4597707,new,46.37472
4597710,4597708,ref,31.654284
4597722,4597719,new,45.807194
4597722,4597720,ref,34.00452
4597746,4597743,new,36.055134
4597746,4597744,ref,31.309052
4597758,4597755,new,31.984467
4597758,4597756,ref,29.686653
4597790,4597787,new,39.275307
4597790,4597788,ref,32.379692
4597846,4597843,new,35.27523
4597846,4597844,ref,46.605373
4597870,4597867,new,36.011814
4597870,4597868,ref,41.035988
4598902,4598899,new,27.777174
4598902,4598900,ref,45.095245
4598922,4598919,new,37.997864
4598922,4598920,ref,32.124886
4598946,4598943,new,33.94696
4598946,4598944,ref,29.46601
4598962,4598959,new,37.08195
4598962,4598960,ref,29.744568
4598990,4598987,new,37.596176
4598990,4598988,ref,32.12053
4598994,4598991,new,31.606888
4598994,4598992,ref,29.567493
4599018,4599015,new,40.408195
4599018,4599016,ref,32.417015
4599022,4599019,new,38.5158
4599022,4599020,ref,31.960888
4599054,4599051,new,34.175648
4599054,4599052,ref,40.556213
4599066,4599063,new,41.726818
4599066,4599064,ref,32.113373
4599070,4599067,new,41.936394
4599070,4599068,ref,29.205128
4599078,4599075,new,33.256947
4599078,4599076,ref,40.691788
4599098,4599095,new,43.59125
4599098,4599096,ref,30.677322
4599126,4599123,new,38.179573
4599126,4599124,ref,34.82413
4599134,4599131,new,38.008057
4599134,4599132,ref,32.67866
4599146,4599143,new,33.38585
4599146,4599144,ref,40.25089
4599150,4599147,new,32.50996
4599150,4599148,ref,42.61122
4599186,4599183,new,39.62077
4599186,4599184,ref,29.116583
4599194,4599191,new,43.749336
4599194,4599192,ref,33.277256
4599218,4599215,new,34.480293
4599218,4599216,ref,37.85357
4599258,4599255,new,42.413715
4599258,4599256,ref,31.45565
4599278,4599275,new,46.121387
4599278,4599276,ref,32.73283
4599326,4599323,new,45.079082
4599326,4599324,ref,36.854626
4599350,4599347,new,42.377
4599350,4599348,ref,32.23317
4599482,4599479,new,42.50094
4599482,4599480,ref,33.964813
4599490,4599487,new,39.24246
4599490,4599488,ref,32.842384
4599498,4599495,new,46.1672
4599498,4599496,ref,35.412773
4599514,4599511,new,37.648003
4599514,4599512,ref,33.97328
4599530,4599527,new,31.154297
4599530,4599528,ref,42.96545
4599542,4599539,new,42.55072
4599542,4599540,ref,35.172752
4599574,4599571,new,34.8933
4599574,4599572,ref,37.868877
4599646,4599643,new,39.84689
4599646,4599644,ref,32.53443
4599662,4599659,new,41.664314
4599662,4599660,ref,29.547136
4599730,4599727,new,45.348988
4599730,4599728,ref,35.820145
4599734,4599731,new,49.85388
4599734,4599732,ref,35.035213
4599758,4599755,new,33.471523
4599758,4599756,ref,38.782875
4599762,4599759,new,31.94492
4599762,4599760,ref,43.670876
4599838,4599835,new,39.542423
4599838,4599836,ref,33.572083
4599854,4599851,new,36.261475
4599854,4599852,ref,36.42159
4599890,4599887,new,35.226006
4599890,4599888,ref,49.140812
4600966,4600963,new,28.379513
4600966,4600964,ref,30.442513
4600970,4600967,new,29.753395
4600970,4600968,ref,39.653534
4600978,4600975,new,43.536877
4600978,4600976,ref,30.345251
4600998,4600995,new,30.015333
4600998,4600996,ref,38.05724
4601022,4601019,new,29.006634
4601022,4601020,ref,43.732216
4601058,4601055,new,28.983496
4601058,4601056,ref,43.105392
4601070,4601067,new,42.7842
4601070,4601068,ref,31.243195
4601086,4601083,new,31.91705
4601086,4601084,ref,38.39683
4601094,4601091,new,45.685966
4601094,4601092,ref,29.494503
4601098,4601095,new,43.318768
4601098,4601096,ref,28.644392
4601114,4601111,new,43.49312
4601114,4601112,ref,32.057503
4601126,4601123,new,44.786266
4601126,4601124,ref,32.655827
4601130,4601127,new,44.187744
4601130,4601128,ref,31.181974
4601166,4601163,new,40.49153
4601166,4601164,ref,30.806463
4601194,4601191,new,41.68642
4601194,4601192,ref,31.427261
4601198,4601195,new,28.626345
4601198,4601196,ref,39.87492
4601218,4601215,new,46.916847
4601218,4601216,ref,33.384514
4601246,4601243,new,43.914764
4601246,4601244,ref,33.184734
4601250,4601247,new,44.548283
4601250,4601248,ref,31.53394
4601258,4601255,new,45.073708
4601258,4601256,ref,33.322113
4601302,4601299,new,35.98369
4601302,4601300,ref,29.778337
4601314,4601311,new,50.154667
4601314,4601312,ref,33.086548
4601322,4601319,new,30.988276
4601322,4601320,ref,28.920837
4601330,4601327,new,40.11048
4601330,4601328,ref,31.079155
4601334,4601331,new,48.185432
4601334,4601332,ref,34.571503
4601342,4601339,new,43.149994
4601342,4601340,ref,33.92094
4601370,4601367,new,28.801208
4601370,4601368,ref,35.2338
4601458,4601455,new,42.72751
4601458,4601456,ref,35.140274
4601466,4601463,new,41.57222
4601466,4601464,ref,33.367924
4601490,4601487,new,41.57302
4601490,4601488,ref,31.607613
4601526,4601523,new,42.495995
4601526,4601524,ref,33.796307
4601566,4601563,new,37.74692
4601566,4601564,ref,31.170956
4601570,4601567,new,33.435284
4601570,4601568,ref,34.899315
4601586,4601583,new,33.282944
4601586,4601584,ref,37.30325
4601626,4601623,new,40.87509
4601626,4601624,ref,29.128725
4601630,4601627,new,32.36499
4601630,4601628,ref,41.511887
4601638,4601635,new,48.323196
4601638,4601636,ref,35.35223
4601642,4601639,new,34.16068
4601642,4601640,ref,38.283657
4601690,4601687,new,43.443638
4601690,4601688,ref,30.982687
4601706,4601703,new,40.10763
4601706,4601704,ref,35.42984
4601710,4601707,new,43.23122
4601710,4601708,ref,37.242653
4601758,4601755,new,35.11942
4601758,4601756,ref,44.80642
4601762,4601759,new,47.495594
4601762,4601760,ref,35.39693
4601782,4601779,new,42.779976
4601782,4601780,ref,34.864204
4601798,4601795,new,39.127586
4601798,4601796,ref,31.703522
4601806,4601803,new,44.628326
4601806,4601804,ref,37.811672
4601878,4601875,new,34.510223
4601878,4601876,ref,41.14762
4601906,4601903,new,32.799335
4601906,4601904,ref,47.661304
4601934,4601931,new,30.20152
4601934,4601932,ref,41.253284
4603066,4603063,new,40.925766
4603066,4603064,ref,32.67897
4603078,4603075,new,38.8048
4603078,4603076,ref,34.412125
4603138,4603135,new,38.56112
4603138,4603136,ref,32.895943
4603202,4603199,new,42.23503
4603202,4603200,ref,36.513878
4603262,4603259,new,41.325184
4603262,4603260,ref,35.732807
4603282,4603279,new,42.907448
4603282,4603280,ref,36.690254
4603310,4603307,new,36.327633
4603310,4603308,ref,33.753826
4603538,4603535,new,41.270405
4603538,4603536,ref,36.257477
4603574,4603571,new,31.989128
4603574,4603572,ref,40.246765
4603582,4603579,new,39.596863
4603582,4603580,ref,33.54795
4603598,4603595,new,41.40213
4603598,4603596,ref,36.541904
4603602,4603599,new,37.953514
4603602,4603600,ref,40.630222
4603646,4603643,new,33.31387
4603646,4603644,ref,39.86358
4603734,4603731,new,38.771954
4603734,4603732,ref,34.92726
4603818,4603815,new,41.246605
4603818,4603816,ref,39.11758
4626126,4626124,new,43.469543
4626126,4603856,ref,38.89793
4603906,4603903,new,37.01958
4603906,4603904,ref,41.218513
4604990,4604987,new,31.84538
4604990,4604988,ref,44.818222
4605010,4605007,new,43.64761
4605010,4605008,ref,25.987885
4605026,4605023,new,33.737476
4605026,4605024,ref,30.589424
4605042,4605039,new,43.803783
4605042,4605040,ref,36.090508
4605050,4605047,new,38.665462
4605050,4605048,ref,31.993
4605074,4605071,new,34.31559
4605074,4605072,ref,36.20513
4605082,4605079,new,46.098663
4605082,4605080,ref,33.25777
4605098,4605095,new,45.324257
4605098,4605096,ref,31.46781
4605138,4605135,new,45.230453
4605138,4605136,ref,33.111427
4605214,4605211,new,45.20455
4605214,4605212,ref,31.60254
4605222,4605219,new,36.90537
4605222,4605220,ref,33.366474
4605250,4605247,new,38.267193
4605250,4605248,ref,33.882668
4605274,4605271,new,43.526836
4605274,4605272,ref,38.504745
4605346,4605343,new,31.927013
4605346,4605344,ref,47.348053
4605350,4605347,new,41.453938
4605350,4605348,ref,37.68998
4605354,4605351,new,35.06673
4605354,4605352,ref,44.912056
4605378,4605375,new,33.839745
4605378,4605376,ref,45.98899
4605386,4605383,new,45.604294
4605386,4605384,ref,33.238487
4605390,4605387,new,46.040123
4605390,4605388,ref,28.673286
4605426,4605423,new,47.912025
4605426,4605424,ref,39.458584
4605438,4605435,new,43.957474
4605438,4605436,ref,35.646576
4605470,4605467,new,46.763596
4605470,4605468,ref,38.08007
4605498,4605495,new,49.237785
4605498,4605496,ref,32.648243
4605554,4605551,new,47.05871
4605554,4605552,ref,37.557632
4605574,4605571,new,38.69009
4605574,4605572,ref,31.716888
4605598,4605595,new,46.51214
4605598,4605596,ref,37.872627
4605742,4605739,new,46.0603
4605742,4605740,ref,37.90652
4605842,4605839,new,45.70042
4605842,4605840,ref,39.11531
4605910,4605907,new,40.489044
4605910,4605908,ref,32.757126
4605950,4605947,new,37.154182
4605950,4605948,ref,44.824974
4614035,4614032,new,28.932224
4614035,4614033,ref,35.754112
4614095,4614092,new,29.91065
4614095,4614093,ref,35.092365
4614119,4614116,new,31.546715
4614119,4614117,ref,28.191189
4614135,4614132,new,30.393368
4614135,4614133,ref,37.73336
4614159,4614156,new,36.15524
4614159,4614157,ref,39.148582
4614187,4614184,new,43.74538
4614187,4614185,ref,33.931522
4614211,4614208,new,40.62315
4614211,4614209,ref,33.492867
4614215,4614212,new,30.416706
4614215,4614213,ref,35.054955
4614219,4614216,new,34.408127
4614219,4614217,ref,40.96451
4614279,4614276,new,32.111107
4614279,4614277,ref,36.48604
4614291,4614288,new,34.469376
4614291,4614289,ref,40.62443
4614303,4614300,new,32.54192
4614303,4614301,ref,34.94235
4614371,4614368,new,34.34849
4614371,4614369,ref,38.867805
4614395,4614392,new,37.444923
4614395,4614393,ref,31.57318
4614411,4614408,new,35.907974
4614411,4614409,ref,32.195633
4614511,4614508,new,36.362175
4614511,4614509,ref,38.328117
4614535,4614532,new,34.489048
4614535,4614533,ref,39.48075
4614603,4614600,new,40.907207
4614603,4614601,ref,34.24476
4614627,4614624,new,36.915752
4614627,4614625,ref,38.40145
4614631,4614628,new,42.22109
4614631,4614629,ref,34.014465
4614671,4614668,new,40.841858
4614671,4614669,ref,35.01415
4614703,4614700,new,34.311085
4614703,4614701,ref,43.463364
4614719,4614716,new,34.900692
4614719,4614717,ref,37.036987
4614731,4614728,new,35.644737
4614731,4614729,ref,38.90701
4614755,4614752,new,38.121765
4614755,4614753,ref,43.074783
4614771,4614768,new,35.983246
4614771,4614769,ref,42.86203
4614819,4614816,new,38.530853
4614819,4614817,ref,34.214546
4614907,4614904,new,41.26072
4614907,4614905,ref,31.896847
4615037,4615034,new,25.836395
4615037,4615035,ref,37.506237
4615041,4615038,new,27.714903
4615041,4615039,ref,39.596863
4615065,4615062,new,31.443295
4615065,4615063,ref,40.86285
4615069,4615066,new,28.301838
4615069,4615067,ref,38.141674
4615077,4615074,new,30.00128
4615077,4615075,ref,42.26118
4615085,4615082,new,28.159124
4615085,4615083,ref,32.756706
4615105,4615102,new,30.714954
4615105,4615103,ref,40.816933
4615141,4615138,new,28.629143
4615141,4615139,ref,32.568382
4615145,4615142,new,31.528397
4615145,4615143,ref,40.04757
4615177,4615174,new,31.530455
4615177,4615175,ref,40.321632
4615181,4615178,new,31.441898
4615181,4615179,ref,39.609055
4615197,4615194,new,34.39908
4615197,4615195,ref,43.074783
4615237,4615234,new,33.504826
4615237,4615235,ref,40.680054
4615277,4615274,new,32.35579
4615277,4615275,ref,37.933758
4615289,4615286,new,30.22502
4615289,4615287,ref,40.74234
4615305,4615302,new,31.949799
4615305,4615303,ref,39.307457
4615309,4615306,new,35.078186
4615309,4615307,ref,38.094765
4615377,4615374,new,31.129105
4615377,4615375,ref,37.654488
4615385,4615382,new,31.827372
4615385,4615383,ref,39.683445
4615413,4615410,new,32.082783
4615413,4615411,ref,43.793106
4615429,4615426,new,31.55061
4615429,4615427,ref,40.240875
4615457,4615454,new,32.362114
4615457,4615455,ref,38.459618
4615477,4615474,new,34.36762
4615477,4615475,ref,37.96186
4615553,4615550,new,33.735107
4615553,4615551,ref,41.72599
4615589,4615586,new,30.86102
4615589,4615587,ref,39.4141
4615613,4615610,new,32.867626
4615613,4615611,ref,40.23382
4615645,4615642,new,33.009296
4615645,4615643,ref,42.415657
4615701,4615698,new,32.242485
4615701,4615699,ref,35.39674
4615717,4615714,new,33.333973
4615717,4615715,ref,39.39663
4615757,4615754,new,43.372883
4615757,4615755,ref,34.316044
4615777,4615774,new,34.025986
4615777,4615775,ref,44.497818
4615797,4615794,new,31.78091
4615797,4615795,ref,33.23321
4615833,4615830,new,33.876686
4615833,4615831,ref,38.402992
4615869,4615866,new,36.705864
4615869,4615867,ref,40.776142
4615885,4615882,new,35.245144
4615885,4615883,ref,46.61557
4615961,4615958,new,33.97926
4615961,4615959,ref,39.239655
4616005,4616002,new,31.46266
4616005,4616003,ref,46.703262
4616013,4616010,new,35.86588
4616013,4616011,ref,37.572563
4616029,4616026,new,35.827168
4616029,4616027,ref,42.040195
4616095,4616092,new,29.811573
4616095,4616093,ref,36.902367
4616099,4616096,new,30.561464
4616099,4616097,ref,38.55912
4616175,4616172,new,31.794016
4616175,4616173,ref,39.32648
4616203,4616200,new,31.411366
4616203,4616201,ref,37.800926
4616243,4616240,new,33.748676
4616243,4616241,ref,41.931175
4616271,4616268,new,32.62251
4616271,4616269,ref,41.987988
4616303,4616300,new,32.852467
4616303,4616301,ref,41.52452
4616311,4616308,new,31.093235
4616311,4616309,ref,36.757
4616335,4616332,new,34.075066
4616335,4616333,ref,38.44442
4616359,4616356,new,34.719593
4616359,4616357,ref,45.46496
4616371,4616368,new,34.265667
4616371,4616369,ref,40.015053
4616375,4616372,new,31.281603
4616375,4616373,ref,36.548435
4616403,4616400,new,33.712414
4616403,4616401,ref,39.550446
4616407,4616404,new,31.572218
4616407,4616405,ref,36.47119
4616467,4616464,new,31.207844
4616467,4616465,ref,36.708733
4616535,4616532,new,31.753157
4616535,4616533,ref,44.12686
4616539,4616536,new,33.955395
4616539,4616537,ref,46.26736
4616547,4616544,new,34.95766
4616547,4616545,ref,43.453487
4616603,4616600,new,34.95661
4616603,4616601,ref,42.786312
4616691,4616688,new,34.734467
4616691,4616689,ref,41.283844
4616707,4616704,new,34.82802
4616707,4616705,ref,40.57015
4616711,4616708,new,35.7648
4616711,4616709,ref,44.039932
4616735,4616732,new,34.788277
4616735,4616733,ref,43.32355
4616739,4616736,new,34.02022
4616739,4616737,ref,39.058483
4616763,4616760,new,34.6523
4616763,4616761,ref,40.524693
4616807,4616804,new,33.53424
4616807,4616805,ref,43.292557
4616827,4616824,new,40.991
4616827,4616825,ref,34.999516
4616831,4616828,new,33.572586
4616831,4616829,ref,42.606148
4616859,4616856,new,35.68103
4616859,4616857,ref,42.473312
4616867,4616864,new,35.42091
4616867,4616865,ref,40.41493
4616871,4616868,new,36.18196
4616871,4616869,ref,44.631557
4616907,4616904,new,34.58972
4616907,4616905,ref,40.1202
4616911,4616908,new,34.07848
4616911,4616909,ref,44.62348
4616923,4616920,new,39.04238
4616923,4616921,ref,44.10962
4617015,4617012,new,35.06334
4617015,4617013,ref,40.854713
4617045,4617042,new,31.579899
4617045,4617043,ref,41.091446
4617069,4617066,new,34.051796
4617069,4617067,ref,39.85927
4617089,4617086,new,34.692287
4617089,4617087,ref,39.749138
4617141,4617138,new,33.603615
4617141,4617139,ref,37.53391
4617165,4617162,new,32.659523
4617165,4617163,ref,38.622696
4617277,4617274,new,33.351997
4617277,4617275,ref,40.091682
4617325,4617322,new,34.169537
4617325,4617323,ref,39.04998
4617369,4617366,new,35.483215
4617369,4617367,ref,43.729588
4617429,4617426,new,34.227932
4617429,4617427,ref,43.572205
4617441,4617438,new,37.386906
4617441,4617439,ref,45.007973
4617449,4617446,new,35.89866
4617449,4617447,ref,40.19523
4617469,4617466,new,36.29858
4617469,4617467,ref,38.831936
4617497,4617494,new,33.774353
4617497,4617495,ref,38.480747
4617529,4617526,new,37.54876
4617529,4617527,ref,44.44639
4617537,4617534,new,38.013336
4617537,4617535,ref,32.684647
4617593,4617590,new,33.13313
4617593,4617591,ref,43.740112
4617745,4617742,new,36.392143
4617745,4617743,ref,40.250298
4617793,4617790,new,41.112247
4617793,4617791,ref,35.884396
4617801,4617798,new,36.25184
4617801,4617799,ref,43.321156
4617829,4617826,new,33.882397
4617829,4617827,ref,43.641167
4617841,4617838,new,34.393105
4617841,4617839,ref,37.73369
4617853,4617850,new,37.448017
4617853,4617851,ref,43.49934
4618043,4618040,new,27.207458
4618043,4618041,ref,39.73288
4618055,4618052,new,32.288055
4618055,4618053,ref,38.998405
4618083,4618080,new,33.758717
4618083,4618081,ref,39.53292
4618095,4618092,new,32.56416
4618095,4618093,ref,38.688854
4618099,4618096,new,32.38461
4618099,4618097,ref,39.1582
4618151,4618148,new,31.398752
4618151,4618149,ref,36.391174
4618199,4618196,new,31.972618
4618199,4618197,ref,40.588593
4618267,4618264,new,36.102745
4618267,4618265,ref,43.366837
4618355,4618352,new,39.14721
4618355,4618353,ref,32.91877
4618371,4618368,new,36.89147
4618371,4618369,ref,40.999397
4618387,4618384,new,33.837856
4618387,4618385,ref,38.031693
4618391,4618388,new,36.92863
4618391,4618389,ref,40.78747
4618407,4618404,new,34.48529
4618407,4618405,ref,37.37503
4618483,4618480,new,33.358147
4618483,4618481,ref,44.678703
4618535,4618532,new,36.19538
4618535,4618533,ref,40.509647
4618575,4618572,new,38.482708
4618575,4618573,ref,32.392906
4618579,4618576,new,39.28946
4618579,4618577,ref,35.44522
4618583,4618580,new,36.98136
4618583,4618581,ref,44.68361
4618747,4618744,new,36.261242
4618747,4618745,ref,41.759243
4618783,4618780,new,39.275776
4618783,4618781,ref,34.93142
4618791,4618788,new,36.37158
4618791,4618789,ref,41.41985
4618887,4618884,new,37.518166
4618887,4618885,ref,38.53006
4618927,4618924,new,38.154392
4618927,4618925,ref,40.269207
4618979,4618976,new,34.06299
4618979,4618977,ref,42.086746
4618995,4618992,new,37.78953
4618995,4618993,ref,40.806866
4620095,4620092,new,26.445559
4620095,4620093,ref,32.673817
4620099,4620096,new,31.187677
4620099,4620097,ref,41.170155
4620103,4620100,new,29.140127
4620103,4620101,ref,31.556896
4620107,4620104,new,32.51373
4620107,4620105,ref,40.16911
4620111,4620108,new,30.317322
4620111,4620109,ref,36.11228
4620123,4620120,new,27.479708
4620123,4620121,ref,35.83868
4620131,4620128,new,28.647776
4620131,4620129,ref,34.987217
4620155,4620152,new,31.20799
4620155,4620153,ref,37.588825
4620235,4620232,new,30.447197
4620235,4620233,ref,42.461517
4620247,4620244,new,31.369587
4620247,4620245,ref,38.690914
4620259,4620256,new,33.324627
4620259,4620257,ref,40.93128
4620283,4620280,new,26.410736
4620283,4620281,ref,27.776272
4620319,4620316,new,31.875622
4620319,4620317,ref,36.805004
4620323,4620320,new,36.11342
4620323,4620321,ref,42.75681
4620359,4620356,new,35.927544
4620359,4620357,ref,41.36768
4620387,4620384,new,33.912575
4620387,4620385,ref,40.14027
4620407,4620404,new,32.82571
4620407,4620405,ref,34.9283
4620431,4620428,new,31.280556
4620431,4620429,ref,38.196075
4620483,4620480,new,33.45053
4620483,4620481,ref,38.41843
4620487,4620484,new,34.291603
4620487,4620485,ref,35.635357
4620491,4620488,new,33.247295
4620491,4620489,ref,38.06365
4620503,4620500,new,32.669594
4620503,4620501,ref,36.813282
4620515,4620512,new,32.246685
4620515,4620513,ref,35.674854
4620555,4620552,new,32.92106
4620555,4620553,ref,39.300343
4620563,4620560,new,33.643353
4620563,4620561,ref,41.186214
4620615,4620612,new,31.703604
4620615,4620613,ref,41.971302
4620675,4620672,new,39.727654
4620675,4620673,ref,34.58732
4620751,4620748,new,33.158165
4620751,4620749,ref,40.90515
4620759,4620756,new,35.023342
4620759,4620757,ref,42.712933
4620823,4620820,new,33.348747
4620823,4620821,ref,36.684803
4620835,4620832,new,39.500053
4620835,4620833,ref,30.719025
4620935,4620932,new,32.210052
4620935,4620933,ref,37.04882
4621051,4621048,new,34.52692
4621051,4621049,ref,41.339554
4621087,4621084,new,35.050674
4621087,4621085,ref,41.400597
4621097,4621094,new,39.949642
4621097,4621095,ref,30.74954
4621101,4621098,new,38.656876
4621101,4621099,ref,30.99023
4621117,4621114,new,38.56752
4621117,4621115,ref,31.937958
4621133,4621130,new,38.58999
4621133,4621131,ref,34.492493
4621161,4621158,new,39.989994
4621161,4621159,ref,34.183517
4621205,4621202,new,34.40982
4621205,4621203,ref,39.522434
4621253,4621250,new,45.120502
4621253,4621251,ref,34.775223
4621261,4621258,new,40.19814
4621261,4621259,ref,35.615433
4621305,4621302,new,42.04287
4621305,4621303,ref,34.288315
4621333,4621330,new,40.879177
4621333,4621331,ref,37.90755
4621353,4621350,new,37.845768
4621353,4621351,ref,46.460094
4621365,4621362,new,38.70824
4621365,4621363,ref,35.221188
4621381,4621378,new,42.913975
4621381,4621379,ref,36.525368
4621493,4621490,new,38.60167
4621493,4621491,ref,32.97074
4621533,4621530,new,44.93627
4621533,4621531,ref,34.79029
4621625,4621622,new,43.168427
4621625,4621623,ref,37.148983
4621645,4621642,new,42.972065
4621645,4621643,ref,37.629906
4621661,4621658,new,41.065758
4621661,4621659,ref,35.052456
4621669,4621666,new,46.0738
4621669,4621667,ref,38.598442
4621685,4621682,new,38.48742
4621685,4621683,ref,42.170334
4621713,4621710,new,40.3505
4621713,4621711,ref,35.225822
4621897,4621894,new,36.442146
4621897,4621895,ref,40.502144
4621901,4621898,new,40.24853
4621901,4621899,ref,36.06187
4622037,4622034,new,42.743183
4622037,4622035,ref,35.839317
4626258,4626256,new,34.537193
4626258,4626257,ref,44.46969
4626291,4626287,new,35.79619
4626291,4626290,ref,46.61302
4626457,4626454,new,42.45172
4626457,4626455,ref,27.687399
4626473,4626470,new,42.425377
4626473,4626471,ref,30.699627
4626485,4626482,new,42.646908
4626485,4626483,ref,31.324577
4626493,4626490,new,36.811413
4626493,4626491,ref,31.264887
4626513,4626510,new,38.512638
4626513,4626511,ref,32.068333
4626517,4626514,new,39.16187
4626517,4626515,ref,32.84185
4626529,4626526,new,38.110943
4626529,4626527,ref,30.266897
4626541,4626538,new,29.658009
4626541,4626539,ref,36.918762
4626549,4626546,new,38.55513
4626549,4626547,ref,29.185242
4626553,4626550,new,40.244995
4626553,4626551,ref,28.313372
4626557,4626554,new,42.613255
4626557,4626555,ref,29.094254
4626573,4626570,new,39.140354
4626573,4626571,ref,31.043196
4626577,4626574,new,43.511818
4626577,4626575,ref,34.116653
4626589,4626586,new,40.34989
4626589,4626587,ref,34.07933
4626609,4626606,new,41.68724
4626609,4626607,ref,34.264774
4626661,4626658,new,37.146385
4626661,4626659,ref,31.370274
4626685,4626682,new,40.304886
4626685,4626683,ref,32.68516
4626697,4626694,new,40.83713
4626697,4626695,ref,34.890038
4626721,4626718,new,46.420856
4626721,4626719,ref,31.783764
4626737,4626734,new,40.65798
4626737,4626735,ref,34.03739
4626753,4626750,new,39.34128
4626753,4626751,ref,30.778341
4626777,4626774,new,41.495365
4626777,4626775,ref,32.36547
4626817,4626814,new,46.703262
4626817,4626815,ref,34.469845
4626841,4626838,new,39.43311
4626841,4626839,ref,35.481052
4626849,4626846,new,35.525322
4626849,4626847,ref,40.123634
4626945,4626942,new,43.15345
4626945,4626943,ref,35.48853
4626965,4626962,new,40.9959
4626965,4626963,ref,34.455536
4627005,4627002,new,38.699158
4627005,4627003,ref,34.368988
4627041,4627038,new,38.777412
