clean_image,distorted_image,method,psnr
4654082,4654080,ref,32.797848
4654122,4654119,new,30.689243
4654122,4654120,ref,37.679527
4654126,4654123,new,33.294216
4654126,4654124,ref,28.522411
4654162,4654159,new,48.918274
4654162,4654160,ref,29.494007
4654182,4654179,new,43.516815
4654182,4654180,ref,29.485891
4654206,4654203,new,29.51352
4654206,4654204,ref,34.82514
4654338,4654335,new,31.118793
4654338,4654336,ref,36.76043
4654358,4654355,new,32.301086
4654358,4654356,ref,33.211937
4654470,4654467,new,32.60828
4654470,4654468,ref,40.818947
4654494,4654491,new,32.59683
4654494,4654492,ref,37.883896
4656922,4654575,new,31.064548
4656922,4656921,ref,44.203835
4654614,4654611,new,47.91891
4654614,4654612,ref,32.310738
4654634,4654631,new,45.46888
4654634,4654632,ref,31.693811
4654718,4654715,new,45.036278
4654718,4654716,ref,32.007736
4654802,4654799,new,40.582863
4654802,4654800,ref,35.04943
4654834,4654831,new,33.904358
4654834,4654832,ref,41.949455
4655112,4655109,new,33.810066
4655112,4655110,ref,41.6407
4655120,4655117,new,43.377724
4655120,4655118,ref,31.565033
4655184,4655181,new,27.507397
4655184,4655182,ref,39.371994
4655260,4655257,new,32.183105
4655260,4655258,ref,42.744232
4655284,4655281,new,38.983406
4655284,4655282,ref,35.279358
4655324,4655321,new,43.57728
4655324,4655322,ref,34.213367
4655372,4655369,new,38.970654
4655372,4655370,ref,31.39077
4655384,4655381,new,29.548992
4655384,4655382,ref,47.127098
4655396,4655393,new,35.448147
4655396,4655394,ref,47.92236
4655776,4655773,new,35.223778
4655776,4655774,ref,43.683853
4655898,4655895,new,40.523438
4655898,4655896,ref,29.531519
4655934,4655931,new,37.24708
4655934,4655932,ref,32.090614
4655938,4655935,new,41.8206
4655938,4655936,ref,32.044563
4655970,4655967,new,41.31688
4655970,4655968,ref,26.792727
4655982,4655979,new,44.16155
4655982,4655980,ref,32.89323
4656006,4656003,new,37.89382
4656006,4656004,ref,29.400894
4656030,4656027,new,36.42452
4656030,4656028,ref,28.867378
4656070,4656067,new,31.526417
4656070,4656068,ref,40.489044
4656110,4656107,new,35.209908
4656110,4656108,ref,29.833641
4656130,4656127,new,40.60328
4656130,4656128,ref,32.874096
4656190,4656187,new,45.70663
4656190,4656188,ref,35.060303
4656210,4656207,new,39.11622
4656210,4656208,ref,32.70504
4656242,4656239,new,30.494091
4656242,4656240,ref,35.064766
4656290,4656287,new,34.707893
4656290,4656288,ref,41.63502
4656366,4656363,new,39.61873
4656366,4656364,ref,30.952435
4656442,4656439,new,45.04694
4656442,4656440,ref,37.231754
4656462,4656459,new,47.898277
4656462,4656460,ref,27.233164
4656570,4656567,new,46.181034
4656570,4656568,ref,36.089603
4656654,4656651,new,38.874676
4656654,4656652,ref,35.027943
4656718,4656715,new,49.91894
4656718,4656716,ref,28.60046
4656722,4656719,new,41.496155
4656722,4656720,ref,36.325245
4656766,4656763,new,38.017212
4656766,4656764,ref,39.463993
4656822,4656819,new,34.6936
4656822,4656820,ref,35.533672
